t,			flux
-0.6118451025056948, 1.0004388489208633
-0.6027334851936219, 1.0005539568345323
-0.593621867881549, 1.000496402877698
-0.5845102505694761, 1.0003956834532375
-0.5753986332574033, 1.0005539568345323
-0.5662870159453304, 1.0003812949640287
-0.5553530751708429, 1.0005107913669065
-0.54624145785877, 1.000410071942446
-0.5371298405466971, 1.0004676258992806
-0.5280182232346242, 1.000496402877698
-0.5170842824601367, 1.0005107913669065
-0.5043280182232347, 0.9985971223021584
-0.49521640091116176, 0.9986978417266188
-0.47881548974943056, 1.0004676258992806
-0.464236902050114, 1.0005107913669065
-0.4514806378132119, 1.0003093525179856
-0.43872437357630983, 1.0004244604316546
-0.4223234624145786, 1.0004532374100719
-0.41321184510250575, 1.0003237410071941
-0.40227790432801824, 1.0001654676258993
-0.39134396355353085, 1.0000935251798562
-0.38041002277904334, 1.000251798561151
-0.36947608200455584, 1.0003525179856114
-0.3220956719817768, 1.0000791366906474
-0.3129840546697039, 1.000021582733813
-0.3020501138952164, 1.0000935251798562
-0.2911161731207289, 0.9999640287769784
-0.282004555808656, 0.9999496402877698
-0.27289293849658325, 0.9999784172661871
-0.26378132118451025, 0.9999352517985611
-0.25466970387243737, 0.9999208633093525
-0.24373576309794986, 0.9998776978417266
-0.2346241457858771, 0.9999352517985611
-0.2236902050113896, 0.9998920863309353
-0.18724373576309805, 0.9997050359712231
-0.17630979498861055, 0.9996618705035971
-0.16537585421412304, 0.9996474820143885
-0.15626423690205016, 0.9996043165467626
-0.14715261958997716, 0.9996474820143885
-0.1380410022779044, 0.9996187050359713
-0.1289293849658315, 0.9996187050359713
-0.117995444191344, 0.9996330935251798
-0.10888382687927112, 0.9996906474820144
-0.09794988610478361, 0.9996043165467626
-0.08883826879271073, 0.9996618705035971
-0.07972665148063784, 0.9996043165467626
-0.06879271070615034, 0.9995179856115108
-0.059681093394077456, 0.9993453237410072
-0.05056947608200457, 0.9996187050359713
-0.03963553530751707, 0.9995323741007194
-0.030523917995444294, 0.9996043165467626
-0.0214123006833713, 0.9994892086330935
-0.006833712984054663, 0.9752525252525253
0.0004555808656037108, 0.9748484848484849
0.0077448747152618624, 0.9753535353535354
0.02414578587699312, 0.9995035971223022
0.033257403189066004, 0.9995323741007194
0.042369020501139, 0.9996043165467626
0.05148063781321177, 0.9994892086330935
0.062414578587699276, 0.9995755395683453
0.07152619589977216, 0.9996474820143885
0.08063781321184516, 0.9996762589928058
0.08974943052391793, 0.9996762589928058
0.10068337129840543, 0.9997338129496403
0.10979498861047832, 0.9997050359712231
0.1189066059225512, 0.9997338129496403
0.1298405466970387, 0.9996330935251798
0.1389521640091116, 0.9997625899280576
0.14806378132118447, 0.9998057553956834
0.15717539863325758, 0.999820143884892
0.16628701594533024, 0.9998489208633093
0.17539863325740312, 0.9999064748201438
0.18633257403189063, 0.999863309352518
0.1954441913439635, 1.0000071942446043
0.2045558086560364, 1.0000071942446043
0.21366742596810928, 1.0001079136690647
0.2719817767653758, 1.0001942446043166
0.2810933940774487, 1.0002086330935251
0.2902050113895216, 1.0001942446043166
0.3011389521640091, 1.000251798561151
0.310250569476082, 1.0003956834532375
0.31936218678815487, 1.0004244604316546
0.33029612756264237, 1.000251798561151
0.33940774487471526, 1.0003812949640287
0.35034168564920276, 1.0003525179856114
0.35945330296127564, 1.0004244604316546
0.37038724373576315, 1.0003525179856114
0.37949886104783603, 1.0003812949640287
0.3904328018223233, 1.0003093525179856
0.3995444191343964, 1.0004676258992806
0.4086560364464693, 1.000568345323741
0.4195899772209568, 1.000568345323741
0.4305239179954441, 1.0005107913669065
0.439635535307517, 1.0004244604316546
0.4505694760820045, 1.0004676258992806
0.4596810933940776, 1.000410071942446
0.46879271070615025, 1.000410071942446
0.47790432801822313, 1.0004388489208633
0.4943052391799543, 0.9986115107913669
0.5015945330296128, 0.9987985611510791
0.5234624145785876, 1.0005539568345323
0.530751708428246, 1.0004532374100719
0.5398633257403189, 1.0004676258992806
0.5489749430523918, 1.0003956834532375
0.5562642369020501, 1.0004532374100719
0.5653758542141232, 1.000410071942446
0.5726651480637812, 1.000410071942446
0.5817767653758543, 1.000294964028777
0.5908883826879272, 1.000136690647482
0.5999999999999999, 1.0001223021582735
0.609111617312073, 1.0001079136690647
0.6164009111617312, 1.0000791366906474
0.6255125284738041, 1.0002230215827337
